Date,Time,Output_Volumn,RPM,Current,Temp.Motor,Date_Change_Grinding,Count_Grinding,Output/Current,chang_Grinding,chang_Grinding_I
2023-06-05 00:00:00,23:40:24,400.9429016,204.32926,204.3292642,73.5,2023-05-08 5:59:00,29,1.962239247,0,0
2023-06-06 00:00:00,23:40:24,352.5793152,201.46689,201.4668906,72.3333333,2023-05-08 5:59:00,30,1.750060837,0,0
2023-06-07 00:00:00,23:40:24,373.0465698,205.50876,205.5087627,71.5833333,2023-05-08 5:59:00,31,1.815234372,0,0
2023-06-08 00:00:00,23:40:24,396.8647766,205.49998,205.4999828,64,2023-06-08 21:40:48,32,1.931215619,0,0
2023-06-09 00:00:00,23:40:24,347.7478027,246.656,246.6559981,64,2023-06-08 21:40:48,33,1.409849367,0,0
2023-06-10 00:00:00,23:40:24,351.3849487,261.72423,261.7242266,65.5,2023-06-08 21:40:48,34,1.342577083,0,0
2023-06-11 00:00:00,23:40:24,278.1498718,241.4518,241.4518033,67,2023-06-08 21:40:48,35,1.151989209,0,0
2023-06-12 00:00:00,23:40:24,398.7108765,260.29993,260.2999281,67.5,2023-06-08 21:40:48,36,1.531736406,0,0
2023-06-13 00:00:00,23:40:24,364.8519897,214.27686,214.2768605,72.5,2023-06-08 21:40:48,37,1.702712971,0,0
2023-06-14 00:00:00,23:40:24,389.7432251,217.85641,217.8564141,75,2023-06-08 21:40:48,38,1.78899128,0,0
2023-06-15 00:00:00,23:40:24,402.5514221,292.75685,292.7568488,70,2023-06-08 21:40:48,39,1.375036737,0,0
2023-06-16 00:00:00,23:40:24,359.7040405,220.53466,220.534657,72.5,2023-06-08 21:40:48,40,1.631054481,0,0
2023-06-17 00:00:00,23:40:24,405.0023499,224.79837,224.7983734,74,2023-06-08 21:40:48,41,1.801624913,0,0
2023-06-18 00:00:00,23:40:24,100.8301392,88.391504,88.39150437,70,2023-06-08 21:40:48,42,1.140722062,0,0
2023-06-19 00:00:00,23:40:24,394.9440002,270.7522,270.7522022,74,2023-06-08 21:40:48,43,1.458691737,0,0
2023-06-20 00:00:00,23:40:24,398.7279663,276.94674,276.9467405,78,2023-06-08 21:40:48,44,1.439727962,0,0
2023-06-21 00:00:00,23:40:24,400.7868958,272.502,272.5020034,78,2023-06-08 21:40:48,45,1.470766786,0,0
2023-06-22 00:00:00,23:40:24,370.3283997,263.64599,263.6459862,78,2023-06-08 21:40:48,46,1.404642661,0,0
2023-06-23 00:00:00,23:40:24,394.5092468,241.09047,241.0904666,75,2023-06-08 21:40:48,47,1.636353575,0,0
2023-06-24 00:00:00,23:40:24,344.480011,226.45749,226.4574945,69.9166667,2023-06-08 21:40:48,48,1.521168517,0,0
2023-06-25 00:00:00,23:40:24,121.0559998,103.17809,103.1780872,67,2023-06-08 21:40:48,49,1.173272379,0,0
2023-06-26 00:00:00,23:40:24,266.3058472,221.18835,221.1883491,72,2023-06-08 21:40:48,50,1.203977733,0,0
2023-06-27 00:00:00,23:40:24,395.5088196,278.11296,278.112963,78,2023-06-08 21:40:48,51,1.42211573,0,0
2023-06-28 00:00:00,23:40:24,405.4712524,266.42326,266.4232608,77.6666667,2023-06-08 21:40:48,52,1.52190635,0,0
2023-06-29 00:00:00,23:40:24,350.934967,234.37257,234.3725749,84,2023-06-08 21:40:48,53,1.497338019,0,0
2023-06-30 00:00:00,23:40:24,441.2329712,251.71574,251.7157438,78,2023-06-08 21:40:48,54,1.752901764,0,0
2023-07-01 00:00:00,23:40:24,343.5188904,257.70269,257.7026917,74,2023-06-08 21:40:48,55,1.333004666,0,0
2023-07-02 00:00:00,23:40:24,333.1484985,268.85041,268.8504057,74,2023-06-08 21:40:48,56,1.239159367,0,0
2023-07-03 00:00:00,23:40:24,384.2463379,266.73951,266.7395134,74,2023-06-08 21:40:48,57,1.44053025,0,0
2023-07-04 00:00:00,23:40:24,404.2668457,290.10523,290.1052301,74,2023-06-08 21:40:48,58,1.393517951,0,0
2023-07-05 00:00:00,23:40:24,382.2480774,241.55874,241.5587387,74,2023-06-08 21:40:48,59,1.58242289,0,0
2023-07-06 00:00:00,23:40:24,401.3190002,278.46187,278.4618695,72.75,2023-06-08 21:40:48,60,1.441199116,0,0
2023-07-07 00:00:00,23:40:24,358.9390869,269.47685,269.4768524,71.4166667,2023-06-08 21:40:48,61,1.331984858,0,0
2023-07-08 00:00:00,23:40:24,385.5603027,258.10939,258.1093907,71.5833333,2023-06-08 21:40:48,62,1.49378642,0,0
2023-07-09 00:00:00,23:40:24,396.0687561,303.42672,303.4267163,71,2023-06-08 21:40:48,63,1.305319324,0,0
2023-07-10 00:00:00,23:40:24,347.9698486,276.80396,276.8039649,71,2023-06-08 21:40:48,64,1.257098499,0,0
2023-07-11 00:00:00,23:40:24,344.3303528,310.40634,310.4063428,71,2023-06-08 21:40:48,65,1.109289036,1,0
2023-07-12 00:00:00,23:40:24,397.9902039,284.08106,284.0810583,75.5833333,2023-07-12 17:43:16,1,1.400974096,0,0
2023-07-13 00:00:00,23:40:24,367.1077576,279.81533,279.8153305,80.3333333,2023-07-12 17:43:16,2,1.311964419,0,0
2023-07-14 00:00:00,23:40:24,450.9893188,276.84202,276.8420153,80.0833333,2023-07-12 17:43:16,3,1.629049399,0,0
2023-07-15 00:00:00,23:40:24,400.4162292,252.20892,252.2089193,83,2023-07-12 17:43:16,4,1.587637068,0,0
2023-07-16 00:00:00,23:40:24,275.8720093,247.01246,247.0124583,83,2023-07-12 17:43:16,5,1.116834394,0,0
2023-07-17 00:00:00,23:40:24,404.2697144,338.14485,338.1448517,83,2023-07-12 17:43:16,6,1.195551884,0,0
2023-07-18 00:00:00,23:40:24,462.3247375,311.1863,311.1863035,84.6666667,2023-07-12 17:43:16,7,1.485684725,0,0
2023-07-19 00:00:00,23:40:24,485.3148499,329.64186,329.6418622,87,2023-07-12 17:43:16,8,1.472248842,0,0
2023-07-20 00:00:00,23:40:24,376.8220825,284.37245,284.3724476,83,2023-07-12 17:43:16,9,1.325100535,0,0
2023-07-21 00:00:00,23:40:24,363.9232788,276.90067,276.9006666,76.6666667,2023-07-12 17:43:16,10,1.314273755,0,0
2023-07-22 00:00:00,23:40:24,379.3349304,251.81874,251.8187364,78,2023-07-12 17:43:16,11,1.506380883,0,0
2023-07-23 00:00:00,23:40:24,342.9015503,278.34522,278.3452175,74,2023-07-12 17:43:16,12,1.231929017,0,0
2023-07-24 00:00:00,23:40:24,330.5065918,238.68497,238.6849749,75.3333333,2023-07-12 17:43:16,13,1.384697935,0,0
2023-07-25 00:00:00,23:40:24,412.6366272,313.69843,313.6984291,78.6666667,2023-07-12 17:43:16,14,1.315392711,0,0
2023-07-26 00:00:00,23:40:24,371.2657471,335.52763,335.5276349,81.25,2023-07-12 17:43:16,15,1.10651317,0,0
2023-07-27 00:00:00,23:40:24,380.7850647,303.14934,303.149344,83,2023-07-12 17:43:16,16,1.256097274,0,0
2023-07-28 00:00:00,23:40:24,177.6421967,231.34027,231.3402657,79,2023-07-12 17:43:16,17,0.767882738,0,1
2023-07-29 00:00:00,23:40:24,286.6047058,275.89188,275.8918826,76.6666667,2023-07-12 17:43:16,18,1.038829788,0,0
